Time,Centre position X,Centre position Y,In Brazo Abierto,In Brazo Cerrado,In centro+
0.000,,,1,0,0
0.250,290,265,1,0,0
0.360,290,265,1,0,0
0.480,290,266,1,0,0
0.590,291,270,1,0,0
0.700,294,279,1,0,0
0.820,295,287,1,0,0
0.940,294,296,1,0,0
1.050,296,303,0,0,0
1.160,298,306,0,0,0
1.280,298,307,0,0,0
1.400,297,305,0,0,0
1.520,296,304,0,0,0
1.630,296,305,0,0,0
1.750,295,307,0,0,0
1.870,295,310,0,0,1
1.980,295,310,0,0,1
2.090,295,308,0,0,1
2.210,293,308,0,0,1
2.320,291,309,0,0,1
2.440,291,308,0,0,1
2.550,292,305,0,0,1
2.670,295,305,0,0,0
2.790,297,306,0,0,0
2.910,302,307,0,0,0
3.030,306,308,0,1,0
3.140,318,308,0,1,0
3.260,334,307,0,1,0
3.370,347,307,0,1,0
3.500,362,307,0,1,0
3.610,371,307,0,1,0
3.730,383,307,0,1,0
3.840,392,307,0,1,0
3.960,404,306,0,1,0
4.080,409,307,0,1,0
4.180,408,306,0,1,0
4.300,413,306,0,1,0
4.420,416,308,0,1,0
4.530,423,309,0,1,0
4.640,425,309,0,1,0
4.760,425,310,0,1,0
4.890,426,311,0,1,0
5.010,425,310,0,1,0
5.120,425,310,0,1,0
5.240,425,310,0,1,0
5.390,427,309,0,1,0
5.500,426,308,0,1,0
5.610,425,308,0,1,0
5.730,428,309,0,1,0
5.850,430,309,0,1,0
5.970,432,309,0,1,0
6.090,433,309,0,1,0
6.210,435,309,0,1,0
6.320,435,308,0,1,0
6.440,433,309,0,1,0
6.560,431,309,0,1,0
6.680,429,309,0,1,0
6.790,429,309,0,1,0
6.900,425,308,0,1,0
7.010,425,307,0,1,0
7.140,426,307,0,1,0
7.250,428,308,0,1,0
7.360,428,308,0,1,0
7.470,425,312,0,1,0
7.580,423,312,0,1,0
7.700,421,310,0,1,0
7.890,402,307,0,1,0
8.020,387,309,0,1,0
8.120,377,310,0,1,0
8.240,375,311,0,1,0
8.350,368,313,0,1,0
8.470,358,314,0,1,0
8.570,358,314,0,1,0
8.680,358,314,0,1,0
8.800,359,314,0,1,0
8.920,356,314,0,1,0
9.030,353,315,0,1,0
9.150,341,313,0,1,0
9.260,329,311,0,1,0
9.370,323,310,0,1,0
9.490,322,310,0,1,0
9.610,321,310,0,1,0
9.730,324,311,0,1,0
9.850,323,312,0,1,0
9.970,320,313,0,1,0
10.080,319,314,0,1,0
10.200,319,314,0,1,0
10.310,318,314,0,1,0
10.430,318,314,0,1,0
10.530,317,314,0,1,0
10.650,317,314,0,1,0
10.770,316,314,0,1,0
10.880,314,314,0,1,0
11.000,312,314,0,1,0
11.120,310,315,0,1,0
11.230,310,315,0,1,0
11.340,310,315,0,1,0
11.450,310,315,0,1,0
11.570,310,315,0,1,0
11.680,311,314,0,1,0
11.790,314,313,0,1,0
11.910,311,310,0,1,0
12.030,307,309,0,1,0
12.140,306,309,0,1,0
12.250,306,309,0,1,0
12.370,306,307,0,1,0
12.490,306,307,0,1,0
12.610,306,307,0,1,0
12.720,309,309,0,1,0
12.840,310,309,0,1,0
12.950,310,309,0,1,0
13.070,309,308,0,1,0
13.190,308,307,0,1,0
13.300,309,307,0,1,0
13.420,309,308,0,1,0
13.540,308,308,0,1,0
13.660,305,308,0,1,0
13.780,301,309,0,0,0
13.890,301,310,0,0,0
14.000,303,310,0,0,0
14.120,302,312,0,0,0
14.230,301,313,0,0,0
14.340,299,314,0,0,0
14.460,298,314,0,0,0
14.570,297,314,0,0,0
14.690,297,314,0,0,0
14.800,302,313,0,0,0
14.920,305,311,0,1,0
15.040,306,311,0,1,0
15.150,306,313,0,1,0
15.270,305,314,0,1,0
15.380,305,314,0,1,0
15.490,305,314,0,1,0
15.620,306,314,0,1,0
15.730,306,314,0,1,0
15.840,306,314,0,1,0
15.950,306,314,0,1,0
16.060,305,314,0,1,0
16.180,305,314,0,1,0
16.300,305,315,0,1,0
16.410,305,315,0,1,0
16.530,306,315,0,1,0
16.650,306,315,0,1,0
16.760,306,315,0,1,0
16.880,306,315,0,1,0
16.990,308,313,0,1,0
17.110,307,311,0,1,0
