Time,Centre position X,Centre position Y,In Brazo Abierto,In Brazo Cerrado,In centro+
0.000,,,1,0,0
0.240,285,279,1,0,0
0.360,285,279,1,0,0
0.470,285,279,1,0,0
0.590,284,279,1,0,0
0.710,284,277,1,0,0
0.830,284,277,1,0,0
0.940,284,276,1,0,0
1.060,285,276,1,0,0
1.170,285,276,1,0,0
1.290,285,279,1,0,0
1.400,286,286,1,0,0
1.520,287,292,1,0,0
1.650,286,297,1,0,0
1.760,288,299,1,0,0
1.880,290,300,0,0,0
1.990,292,303,0,0,0
2.110,293,305,0,0,0
2.230,293,305,0,0,0
2.350,293,306,0,0,0
2.470,291,303,0,0,0
2.580,290,301,0,0,0
2.700,289,302,0,0,0
2.810,288,302,0,0,0
2.940,287,304,0,0,0
3.060,287,307,0,0,0
3.170,287,309,0,0,1
3.280,286,309,0,0,1
3.390,286,308,0,0,1
3.510,286,308,0,0,1
3.620,287,306,0,0,1
3.740,290,304,0,0,1
3.860,290,304,0,0,1
3.980,292,305,0,0,0
4.100,299,307,0,0,0
4.220,304,309,0,0,0
4.340,314,312,0,1,0
4.460,325,312,0,1,0
4.580,340,313,0,1,0
4.690,352,311,0,1,0
4.810,362,311,0,1,0
4.930,366,311,0,1,0
5.060,370,312,0,1,0
5.170,381,312,0,1,0
5.280,390,312,0,1,0
5.390,400,311,0,1,0
5.510,408,312,0,1,0
5.620,416,311,0,1,0
5.740,425,311,0,1,0
5.860,426,311,0,1,0
5.970,423,312,0,1,0
6.080,425,312,0,1,0
6.190,426,312,0,1,0
6.320,426,312,0,1,0
6.440,424,312,0,1,0
6.550,422,312,0,1,0
6.660,423,312,0,1,0
6.780,425,312,0,1,0
6.900,423,312,0,1,0
7.020,422,312,0,1,0
7.130,419,312,0,1,0
7.250,416,312,0,1,0
7.380,413,311,0,1,0
7.490,406,314,0,1,0
7.610,403,314,0,1,0
7.720,402,313,0,1,0
7.830,401,313,0,1,0
7.950,398,313,0,1,0
8.060,392,312,0,1,0
8.170,378,309,0,1,0
8.290,373,307,0,1,0
8.410,368,307,0,1,0
8.520,360,307,0,1,0
8.640,349,307,0,1,0
8.760,342,307,0,1,0
8.880,332,307,0,1,0
8.990,323,307,0,1,0
9.100,317,309,0,1,0
9.220,314,309,0,1,0
9.330,314,310,0,1,0
9.460,313,310,0,1,0
9.570,313,310,0,1,0
9.690,312,310,0,1,0
9.810,310,311,0,1,0
9.930,309,311,0,1,0
10.050,308,311,0,1,0
10.170,308,311,0,1,0
10.290,307,312,0,1,0
10.410,307,313,0,1,0
10.520,307,313,0,1,0
10.630,306,313,0,1,0
10.750,306,313,0,1,0
10.860,306,313,0,1,0
10.990,306,313,0,1,0
11.100,306,313,0,1,0
11.220,306,313,0,1,0
11.330,306,313,0,1,0
11.440,308,312,0,1,0
11.550,308,310,0,1,0
11.670,306,308,0,1,0
11.800,305,307,0,1,0
11.920,300,305,0,0,0
12.040,295,304,0,0,0
12.160,291,303,0,0,0
12.270,290,303,0,0,0
12.390,286,304,0,0,0
12.500,279,305,0,0,0
12.610,271,305,0,0,0
12.720,262,307,0,1,0
12.830,251,306,0,1,0
12.940,242,307,0,1,0
13.050,232,307,0,1,0
13.160,223,307,0,1,0
13.270,209,308,0,1,0
13.380,201,308,0,1,0
13.500,196,307,0,1,0
13.620,188,307,0,1,0
13.740,178,307,0,1,0
13.860,171,307,0,1,0
13.980,167,306,0,1,0
14.100,164,306,0,1,0
14.220,164,306,0,1,0
14.340,160,306,0,1,0
14.460,157,308,0,1,0
14.580,155,309,0,1,0
14.690,154,310,0,1,0
14.810,154,309,0,1,0
14.930,154,310,0,1,0
15.050,156,312,0,1,0
15.160,157,312,0,1,0
15.280,159,313,0,1,0
15.400,158,314,0,1,0
15.520,158,314,0,1,0
15.640,159,314,0,1,0
15.750,158,313,0,1,0
15.850,158,313,0,1,0
15.970,159,313,0,1,0
16.080,160,313,0,1,0
16.200,161,313,0,1,0
16.310,161,314,0,1,0
16.420,160,312,0,1,0
16.530,157,312,0,1,0
16.650,158,315,0,1,0
16.770,162,314,0,1,0
16.880,167,314,0,1,0
16.990,176,314,0,1,0
17.100,184,312,0,1,0
17.210,194,311,0,1,0
17.330,209,310,0,1,0
17.450,220,308,0,1,0
17.560,227,308,0,1,0
17.680,230,308,0,1,0
17.790,231,307,0,1,0
17.900,232,307,0,1,0
18.020,234,308,0,1,0
18.150,240,307,0,1,0
18.260,252,307,0,1,0
18.370,259,307,0,1,0
18.490,262,307,0,1,0
18.600,262,307,0,1,0
18.720,263,306,0,1,0
18.830,264,305,0,1,0
18.950,264,305,0,1,0
19.060,264,306,0,1,0
19.190,265,306,0,1,0
19.300,269,307,0,0,0
19.410,271,309,0,0,0
19.530,274,309,0,0,0
19.660,278,309,0,0,0
19.770,282,310,0,0,1
19.880,282,310,0,0,1
19.990,282,311,0,0,1
20.100,283,312,0,0,1
20.210,284,312,0,0,1
20.330,285,313,0,0,1
20.440,285,313,0,0,1
20.560,283,310,0,0,1
20.680,285,310,0,0,1
20.800,288,308,0,0,1
20.910,291,306,0,0,1
21.030,299,307,0,0,0
21.150,307,308,0,1,0
21.270,322,307,0,1,0
21.380,334,308,0,1,0
21.490,351,308,0,1,0
21.610,363,308,0,1,0
21.740,377,308,0,1,0
21.870,391,308,0,1,0
21.980,402,309,0,1,0
22.090,411,310,0,1,0
22.210,420,312,0,1,0
22.330,425,314,0,1,0
22.440,428,314,0,1,0
22.560,427,315,0,1,0
22.680,427,315,0,1,0
22.800,427,315,0,1,0
22.920,427,315,0,1,0
23.040,430,315,0,1,0
23.150,430,315,0,1,0
23.270,429,314,0,1,0
23.390,430,315,0,1,0
23.500,429,315,0,1,0
23.620,429,315,0,1,0
23.740,429,315,0,1,0
