Time,Centre position X,Centre position Y
0.000,,
0.230,335,251
0.340,334,251
0.450,334,250
0.570,338,249
0.690,337,250
0.810,337,250
0.930,338,250
1.030,338,250
1.150,338,249
1.270,338,249
1.380,339,249
1.490,339,249
1.600,338,250
1.720,337,253
1.840,335,256
1.960,333,259
2.080,332,264
2.200,333,265
2.320,332,265
2.430,331,266
2.540,332,264
2.670,331,266
2.780,329,266
2.890,327,265
3.010,327,265
3.120,327,266
3.240,327,266
3.350,327,266
3.460,327,266
3.580,328,265
3.700,328,264
3.810,328,261
3.930,327,258
4.040,325,256
4.160,323,255
4.280,322,253
4.410,321,250
4.520,322,249
4.640,323,244
4.760,323,239
4.880,323,237
5.000,324,231
5.120,325,227
5.230,326,223
5.350,325,225
5.460,325,229
5.570,326,231
5.690,327,231
5.800,327,230
5.910,328,231
6.020,328,231
6.140,329,231
6.270,328,231
6.390,326,233
6.500,326,236
6.620,329,239
6.730,334,242
6.850,344,247
6.960,356,250
7.080,370,251
7.200,382,252
7.320,396,251
7.450,414,250
7.560,427,249
7.680,435,249
7.790,439,249
7.910,439,249
8.020,439,249
8.140,443,248
8.260,450,248
8.380,457,248
8.500,460,248
8.610,461,248
8.720,461,248
8.840,461,247
8.970,463,248
9.080,464,248
9.200,464,248
9.310,466,248
9.430,466,248
9.540,466,249
9.660,466,248
9.780,466,248
9.890,465,249
10.000,462,248
10.120,462,247
10.230,462,247
10.350,459,246
10.470,451,244
10.580,452,244
10.690,453,244
10.820,453,244
10.940,450,244
11.050,446,244
11.170,446,244
11.280,445,245
11.400,442,247
11.520,439,247
11.640,430,247
11.770,425,249
11.880,421,248
12.000,420,249
12.110,420,249
12.230,421,249
12.360,423,249
12.480,424,249
12.600,424,250
12.710,424,250
12.840,424,251
12.950,425,250
13.070,425,250
13.190,424,249
13.310,421,248
13.420,417,249
13.530,406,246
13.650,397,245
13.760,388,243
13.880,382,243
14.010,382,243
14.120,381,242
14.230,375,242
14.350,363,242
14.470,354,241
14.580,355,242
14.690,352,242
14.810,355,243
14.930,354,243
15.040,351,245
15.150,350,246
15.270,349,247
15.390,349,247
15.510,348,247
15.620,347,248
15.730,346,248
15.840,342,251
15.950,340,252
16.060,340,253
16.170,339,253
16.300,338,254
16.410,338,254
16.530,339,254
16.640,339,252
16.760,338,253
16.880,338,253
16.990,338,254
17.110,338,253
17.230,338,253
17.340,338,254
17.470,338,253
17.590,338,253
17.700,338,253
17.820,338,254
17.940,338,253
18.060,338,253
18.170,338,253
18.300,338,253
18.400,338,253
18.520,338,253
18.640,338,253
18.760,338,253
18.870,338,253
18.990,338,253
19.110,338,253
19.230,338,253
19.340,339,252
19.450,339,253
19.560,340,253
19.670,340,254
19.790,340,254
19.910,339,253
20.030,339,253
20.150,339,254
20.270,339,254
20.390,340,254
20.500,340,253
20.620,339,253
20.740,337,252
20.860,335,253
20.970,334,253
21.080,333,252
21.200,332,251
21.320,328,249
21.440,324,249
21.560,319,248
21.670,315,246
21.790,307,246
21.900,296,245
22.020,286,244
22.130,274,245
22.250,264,245
22.370,250,246
22.500,243,245
22.610,237,244
22.730,230,244
22.850,224,243
22.960,212,243
23.080,207,242
23.200,204,242
23.310,203,242
23.430,201,242
23.550,199,243
23.660,199,243
23.770,199,243
23.890,199,242
