Time,Centre position X,Centre position Y,In Brazo abierto,In brazo cerrado,In centro+
0.000,,,0,0,0
0.220,337,240,0,0,0
0.340,338,241,0,0,0
0.460,338,240,0,0,0
0.570,338,239,0,0,0
0.680,339,239,0,0,0
0.800,341,240,0,0,0
0.920,348,243,0,1,0
1.040,354,245,0,1,0
1.160,360,245,0,1,0
1.290,371,245,0,1,0
1.400,377,244,0,1,0
1.510,383,244,0,1,0
1.630,382,245,0,1,0
1.750,380,246,0,1,0
1.860,379,247,0,1,0
1.980,382,245,0,1,0
2.100,386,244,0,1,0
2.210,399,244,0,1,0
2.310,410,243,0,1,0
2.430,420,244,0,1,0
2.550,430,245,0,1,0
2.670,437,245,0,1,0
2.780,450,247,0,1,0
2.900,456,249,0,1,0
3.000,460,249,0,1,0
3.120,463,249,0,1,0
3.250,465,250,0,1,0
3.370,468,250,0,1,0
3.480,469,249,0,1,0
3.590,469,249,0,1,0
3.710,471,248,0,1,0
3.820,470,249,0,1,0
3.930,471,249,0,1,0
4.040,470,249,0,1,0
4.150,470,251,0,1,0
4.270,466,251,0,1,0
4.370,466,249,0,1,0
4.480,469,248,0,1,0
4.600,470,247,0,1,0
4.720,468,248,0,1,0
4.830,462,248,0,1,0
4.940,447,250,0,1,0
5.050,439,251,0,1,0
5.180,434,252,0,1,0
5.290,419,249,0,1,0
5.410,404,247,0,1,0
5.530,392,247,0,1,0
5.650,383,247,0,1,0
5.760,372,247,0,1,0
5.880,363,245,0,1,0
5.990,359,245,0,1,0
6.110,358,245,0,1,0
6.230,360,245,0,1,0
6.350,361,245,0,1,0
6.460,360,245,0,1,0
6.570,359,245,0,1,0
6.690,359,245,0,1,0
6.800,359,245,0,1,0
6.920,358,246,0,1,0
7.030,353,246,0,1,0
7.140,346,246,0,1,0
7.260,343,246,0,0,0
7.370,341,246,0,0,0
7.480,339,246,0,0,0
7.600,339,247,0,0,0
7.720,341,247,0,0,0
7.830,341,248,0,0,0
7.940,340,249,0,0,0
8.050,338,252,0,0,0
8.160,337,253,0,0,0
8.280,336,253,0,0,0
8.400,336,253,0,0,1
8.510,335,254,0,0,1
8.630,333,255,0,0,1
8.740,333,254,0,0,1
8.860,333,254,0,0,1
8.980,335,253,0,0,1
9.100,339,251,0,0,1
9.220,341,249,0,0,0
9.340,341,250,0,0,0
9.460,340,253,0,0,0
9.580,339,256,0,0,0
9.710,338,257,0,0,0
