Time,Centre position X,Centre position Y,In Brazo abierto,In brazo cerrado,In centro+
0.000,,,0,1,0
0.200,414,247,0,1,0
0.330,424,248,0,1,0
0.430,431,246,0,1,0
0.550,442,247,0,1,0
0.660,454,245,0,1,0
0.780,463,244,0,1,0
0.910,464,244,0,1,0
1.030,464,243,0,1,0
1.140,466,244,0,1,0
1.260,470,242,0,1,0
1.380,473,242,0,1,0
1.500,474,243,0,1,0
1.620,475,242,0,1,0
1.740,474,242,0,1,0
1.850,472,243,0,1,0
1.970,471,244,0,1,0
2.090,471,244,0,1,0
2.210,471,247,0,1,0
2.330,471,247,0,1,0
2.450,469,248,0,1,0
2.570,465,248,0,1,0
2.680,453,250,0,1,0
2.800,445,251,0,1,0
2.910,435,250,0,1,0
3.040,424,246,0,1,0
3.150,417,245,0,1,0
3.270,416,244,0,1,0
3.390,419,244,0,1,0
3.520,417,244,0,1,0
3.630,414,244,0,1,0
3.750,407,244,0,1,0
3.870,400,245,0,1,0
3.980,387,247,0,1,0
4.090,375,248,0,1,0
4.200,365,248,0,1,0
4.310,359,250,0,1,0
4.430,360,250,0,1,0
4.540,358,250,0,1,0
4.660,358,250,0,1,0
4.780,357,250,0,1,0
4.900,354,251,0,1,0
5.020,351,252,0,1,0
5.140,351,252,0,1,0
5.250,352,251,0,1,0
5.380,352,250,0,1,0
5.500,353,249,0,1,0
5.620,351,247,0,1,0
5.730,347,246,0,1,0
5.860,349,246,0,1,0
5.980,350,246,0,1,0
6.100,352,246,0,1,0
6.220,351,246,0,1,0
6.330,350,245,0,1,0
6.450,349,244,0,1,0
6.560,348,243,0,1,0
6.680,346,242,0,1,0
6.800,346,242,0,1,0
6.920,346,242,0,1,0
7.040,346,242,0,1,0
7.160,344,240,0,0,0
7.270,343,240,0,0,0
7.380,345,240,0,0,0
7.500,344,241,0,0,0
7.610,343,241,0,0,0
7.740,342,243,0,0,0
7.840,339,246,0,0,0
7.960,337,246,0,0,0
8.090,337,246,0,0,0
8.200,336,249,0,0,1
8.310,335,251,0,0,1
8.440,335,252,0,0,1
8.550,334,253,0,0,1
8.670,333,254,0,0,1
8.780,334,255,0,0,1
8.890,335,254,0,0,1
9.000,336,253,0,0,1
9.100,336,252,0,0,1
9.210,336,252,0,0,1
9.330,336,252,0,0,1
9.440,336,252,0,0,1
9.550,337,252,0,0,1
9.680,340,250,0,0,1
9.790,339,250,0,0,1
9.910,342,251,0,0,0
10.030,341,252,0,0,0
10.150,341,253,0,0,0
10.270,341,253,0,0,0
10.390,342,251,0,0,0
10.500,344,250,0,0,0
10.600,345,248,0,1,0
10.710,345,248,0,1,0
10.820,347,246,0,1,0
10.940,352,247,0,1,0
11.050,356,247,0,1,0
11.180,361,249,0,1,0
11.300,379,251,0,1,0
11.410,395,250,0,1,0
11.540,416,248,0,1,0
11.650,430,247,0,1,0
11.770,441,245,0,1,0
11.890,453,244,0,1,0
12.010,461,244,0,1,0
12.130,464,244,0,1,0
12.240,467,244,0,1,0
12.350,471,246,0,1,0
12.470,473,246,0,1,0
12.580,472,247,0,1,0
12.700,471,248,0,1,0
12.810,469,248,0,1,0
12.930,468,250,0,1,0
13.050,467,250,0,1,0
13.170,469,250,0,1,0
13.290,471,251,0,1,0
13.410,472,251,0,1,0
13.520,468,249,0,1,0
13.650,468,249,0,1,0
13.770,466,248,0,1,0
13.890,461,246,0,1,0
14.000,454,246,0,1,0
14.110,449,246,0,1,0
14.230,449,245,0,1,0
14.360,448,246,0,1,0
14.470,448,245,0,1,0
14.580,448,245,0,1,0
14.690,449,245,0,1,0
14.810,451,245,0,1,0
14.920,454,246,0,1,0
15.030,455,247,0,1,0
15.150,456,246,0,1,0
15.270,457,247,0,1,0
15.390,457,246,0,1,0
15.510,457,247,0,1,0
15.620,454,246,0,1,0
15.750,451,246,0,1,0
15.860,444,246,0,1,0
15.970,435,244,0,1,0
16.090,426,244,0,1,0
16.200,416,244,0,1,0
16.310,404,244,0,1,0
16.420,398,244,0,1,0
16.550,388,243,0,1,0
16.660,383,245,0,1,0
16.780,375,246,0,1,0
16.900,373,246,0,1,0
17.010,371,247,0,1,0
17.130,370,248,0,1,0
17.250,369,247,0,1,0
17.380,362,247,0,1,0
17.490,358,247,0,1,0
17.610,357,247,0,1,0
17.730,357,247,0,1,0
17.850,358,247,0,1,0
17.960,358,247,0,1,0
18.080,356,248,0,1,0
18.190,355,249,0,1,0
18.310,354,249,0,1,0
18.430,353,250,0,1,0
18.540,350,251,0,1,0
18.660,349,252,0,1,0
18.770,347,254,0,1,0
18.870,347,254,0,1,0
18.990,346,256,0,1,0
19.100,345,257,0,1,0
19.210,344,256,0,1,0
19.330,344,256,0,1,0
19.440,345,256,0,1,0
19.550,345,256,0,1,0
19.670,347,255,0,1,0
19.780,346,255,0,1,0
19.900,347,254,0,1,0
20.020,345,256,0,1,0
20.130,344,257,0,1,0
20.250,342,259,0,0,0
20.360,341,260,0,0,0
20.470,339,263,0,0,0
20.590,339,263,0,0,0
20.710,339,263,0,0,0
20.830,339,262,0,0,0
20.940,339,263,0,0,0
21.060,338,263,0,0,0
21.180,338,263,0,0,0
21.300,337,264,0,0,0
21.420,337,264,0,0,0
21.540,337,264,0,0,0
21.670,337,264,0,0,0
21.780,337,263,0,0,0
21.900,340,259,0,0,0
22.010,345,256,0,0,0
22.140,347,253,0,1,0
22.260,349,250,0,1,0
22.390,347,248,0,1,0
22.500,347,246,0,1,0
22.620,346,247,0,1,0
22.730,346,248,0,1,0
22.850,347,249,0,1,0
22.970,350,249,0,1,0
23.090,355,247,0,1,0
23.190,363,245,0,1,0
23.310,378,243,0,1,0
23.430,393,243,0,1,0
23.540,409,243,0,1,0
23.650,421,244,0,1,0
23.770,434,244,0,1,0
23.890,449,245,0,1,0
24.010,460,248,0,1,0
24.120,465,248,0,1,0
24.240,468,249,0,1,0
24.350,471,250,0,1,0
24.470,474,250,0,1,0
24.580,475,247,0,1,0
24.700,475,247,0,1,0
24.820,475,248,0,1,0
24.940,475,247,0,1,0
25.050,475,248,0,1,0
25.160,475,249,0,1,0
25.270,475,248,0,1,0
25.380,475,248,0,1,0
25.500,474,248,0,1,0
25.610,474,248,0,1,0
25.710,473,247,0,1,0
25.840,472,246,0,1,0
25.960,470,244,0,1,0
26.080,469,244,0,1,0
26.200,469,245,0,1,0
26.320,472,245,0,1,0
26.440,474,243,0,1,0
26.570,475,244,0,1,0
26.680,476,244,0,1,0
26.790,475,244,0,1,0
26.900,476,244,0,1,0
27.020,473,244,0,1,0
27.130,470,243,0,1,0
27.260,467,243,0,1,0
27.370,466,243,0,1,0
27.480,462,243,0,1,0
27.590,460,245,0,1,0
27.710,453,245,0,1,0
27.820,446,247,0,1,0
27.950,441,248,0,1,0
28.060,433,248,0,1,0
28.170,427,248,0,1,0
28.290,422,249,0,1,0
28.420,416,248,0,1,0
28.530,411,249,0,1,0
28.650,405,249,0,1,0
28.770,397,250,0,1,0
28.890,397,251,0,1,0
29.000,392,251,0,1,0
29.110,389,251,0,1,0
29.230,386,251,0,1,0
29.340,384,251,0,1,0
29.460,382,250,0,1,0
29.580,376,250,0,1,0
29.700,372,249,0,1,0
29.830,369,250,0,1,0
29.950,367,251,0,1,0
30.060,366,251,0,1,0
30.170,365,251,0,1,0
30.290,364,251,0,1,0
30.410,363,252,0,1,0
30.520,363,252,0,1,0
30.640,364,252,0,1,0
30.750,366,251,0,1,0
30.870,368,250,0,1,0
30.990,369,250,0,1,0
31.110,370,249,0,1,0
31.220,372,248,0,1,0
31.340,373,248,0,1,0
31.450,375,248,0,1,0
31.560,375,249,0,1,0
31.680,375,250,0,1,0
31.800,373,250,0,1,0
31.910,372,249,0,1,0
32.040,369,250,0,1,0
32.160,366,250,0,1,0
32.280,361,250,0,1,0
32.400,361,250,0,1,0
32.510,360,250,0,1,0
32.620,359,251,0,1,0
32.740,357,252,0,1,0
32.850,356,252,0,1,0
32.970,356,252,0,1,0
33.080,356,251,0,1,0
33.200,356,250,0,1,0
33.320,358,248,0,1,0
33.420,358,247,0,1,0
33.540,357,245,0,1,0
33.650,356,245,0,1,0
33.770,356,245,0,1,0
33.880,356,245,0,1,0
34.000,356,245,0,1,0
34.120,356,245,0,1,0
34.230,355,245,0,1,0
34.350,352,244,0,1,0
34.470,348,242,0,1,0
34.590,346,241,0,1,0
34.710,345,240,0,0,0
34.820,344,240,0,0,0
34.950,341,237,0,0,0
35.060,340,234,0,0,0
35.170,340,234,0,0,0
35.280,339,234,0,0,0
35.400,340,237,0,0,0
35.510,338,234,0,0,0
35.630,337,235,0,0,0
35.740,336,235,0,0,0
35.870,335,234,0,0,0
35.980,335,234,0,0,0
36.090,335,234,0,0,0
36.210,336,234,0,0,0
36.320,336,235,0,0,0
36.440,335,234,0,0,0
36.560,335,234,0,0,0
36.670,335,234,0,0,0
36.790,334,233,0,0,0
36.910,334,234,0,0,0
37.020,334,233,0,0,0
37.130,334,233,0,0,0
37.250,334,233,0,0,0
37.370,334,233,0,0,0
37.480,336,237,0,0,0
37.600,340,240,0,0,0
37.720,343,242,0,0,0
37.830,344,244,0,0,0
37.940,346,245,0,1,0
38.060,346,246,0,1,0
38.170,346,248,0,1,0
38.280,349,246,0,1,0
38.390,353,245,0,1,0
38.500,359,249,0,1,0
38.620,368,250,0,1,0
38.730,385,251,0,1,0
38.850,397,250,0,1,0
38.960,411,251,0,1,0
39.090,427,249,0,1,0
39.210,441,247,0,1,0
39.310,451,245,0,1,0
39.420,460,245,0,1,0
39.540,469,246,0,1,0
39.660,471,248,0,1,0
39.770,471,247,0,1,0
39.890,471,246,0,1,0
40.010,470,247,0,1,0
40.120,469,245,0,1,0
40.230,470,245,0,1,0
40.350,470,245,0,1,0
40.460,469,246,0,1,0
40.570,469,246,0,1,0
40.690,468,247,0,1,0
40.810,467,247,0,1,0
40.920,465,247,0,1,0
41.040,464,247,0,1,0
41.160,462,247,0,1,0
41.260,458,247,0,1,0
41.380,455,248,0,1,0
41.500,453,248,0,1,0
41.630,451,247,0,1,0
41.750,451,247,0,1,0
41.860,450,247,0,1,0
41.980,450,247,0,1,0
42.100,450,248,0,1,0
42.210,450,248,0,1,0
42.340,452,247,0,1,0
42.450,455,247,0,1,0
42.570,455,247,0,1,0
42.690,455,247,0,1,0
42.800,453,247,0,1,0
42.920,453,247,0,1,0
43.030,452,247,0,1,0
43.150,453,247,0,1,0
43.250,453,247,0,1,0
43.370,452,247,0,1,0
43.490,452,247,0,1,0
43.610,452,247,0,1,0
43.720,453,247,0,1,0
43.840,453,247,0,1,0
43.950,452,247,0,1,0
44.060,453,247,0,1,0
44.180,453,247,0,1,0
44.290,453,246,0,1,0
44.420,454,246,0,1,0
44.530,454,246,0,1,0
44.640,454,247,0,1,0
44.760,454,246,0,1,0
44.870,454,246,0,1,0
44.980,454,246,0,1,0
45.100,454,246,0,1,0
45.220,454,246,0,1,0
45.340,454,246,0,1,0
45.450,454,246,0,1,0
45.570,454,246,0,1,0
45.690,454,247,0,1,0
45.800,456,247,0,1,0
45.910,457,247,0,1,0
46.030,457,247,0,1,0
46.130,459,247,0,1,0
46.250,461,247,0,1,0
46.360,464,246,0,1,0
46.480,465,247,0,1,0
46.600,462,247,0,1,0
46.720,461,248,0,1,0
46.840,461,248,0,1,0
46.960,461,248,0,1,0
47.080,460,247,0,1,0
47.200,458,248,0,1,0
47.310,456,248,0,1,0
47.430,456,247,0,1,0
47.540,455,247,0,1,0
47.650,455,247,0,1,0
47.770,455,247,0,1,0
47.890,454,247,0,1,0
48.010,454,247,0,1,0
48.130,452,248,0,1,0
48.250,450,249,0,1,0
48.370,448,248,0,1,0
48.480,446,249,0,1,0
48.600,445,249,0,1,0
48.730,446,250,0,1,0
48.840,447,250,0,1,0
48.960,447,250,0,1,0
49.070,447,250,0,1,0
49.200,448,250,0,1,0
49.330,447,251,0,1,0
49.450,447,251,0,1,0
49.570,447,250,0,1,0
49.680,447,251,0,1,0
49.790,448,251,0,1,0
49.920,448,251,0,1,0
50.040,449,251,0,1,0
50.140,450,252,0,1,0
50.260,450,252,0,1,0
50.380,445,252,0,1,0
50.490,442,251,0,1,0
50.610,438,250,0,1,0
50.730,433,251,0,1,0
50.850,430,250,0,1,0
50.960,426,248,0,1,0
51.080,421,247,0,1,0
51.200,421,246,0,1,0
51.310,421,244,0,1,0
51.430,420,245,0,1,0
51.540,418,246,0,1,0
51.660,418,246,0,1,0
51.770,414,246,0,1,0
51.890,410,246,0,1,0
52.010,403,244,0,1,0
52.130,399,245,0,1,0
52.250,399,244,0,1,0
52.370,395,245,0,1,0
52.480,390,247,0,1,0
52.600,385,248,0,1,0
52.720,383,249,0,1,0
52.840,381,250,0,1,0
52.950,380,250,0,1,0
53.070,374,249,0,1,0
53.190,367,249,0,1,0
53.300,363,251,0,1,0
53.420,362,251,0,1,0
53.530,360,252,0,1,0
53.660,359,252,0,1,0
53.770,359,251,0,1,0
53.880,359,251,0,1,0
54.000,358,252,0,1,0
54.100,355,252,0,1,0
54.220,353,253,0,1,0
54.330,350,255,0,1,0
54.440,349,255,0,1,0
54.560,345,256,0,1,0
54.680,341,257,0,0,0
54.800,340,258,0,0,0
54.920,337,260,0,0,0
55.040,336,261,0,0,0
