Time,Centre position X,Centre position Y,In Brazo abierto,In brazo cerrado,In centro+
0.000,,,0,0,0
0.210,337,249,0,0,0
0.330,337,249,0,0,0
0.440,338,251,0,0,0
0.570,337,252,0,0,0
0.690,338,252,0,0,0
0.800,338,252,0,0,0
0.910,337,250,0,0,0
1.030,339,247,0,0,0
1.150,342,247,0,0,0
1.270,350,248,0,1,0
1.390,361,248,0,1,0
1.500,373,248,0,1,0
1.620,388,248,0,1,0
1.740,399,247,0,1,0
1.850,406,245,0,1,0
1.960,417,244,0,1,0
2.080,432,241,0,1,0
2.190,440,241,0,1,0
2.310,453,241,0,1,0
2.420,463,241,0,1,0
2.530,466,241,0,1,0
2.650,466,241,0,1,0
2.770,468,243,0,1,0
2.890,470,244,0,1,0
3.010,472,245,0,1,0
3.120,473,245,0,1,0
3.230,472,244,0,1,0
3.350,473,244,0,1,0
3.460,474,243,0,1,0
3.580,474,244,0,1,0
3.700,474,244,0,1,0
3.810,474,246,0,1,0
3.920,473,246,0,1,0
4.050,472,245,0,1,0
4.150,472,245,0,1,0
4.270,470,245,0,1,0
4.390,472,245,0,1,0
4.500,472,248,0,1,0
4.610,474,245,0,1,0
4.740,470,242,0,1,0
4.860,463,241,0,1,0
4.980,456,241,0,1,0
5.090,454,242,0,1,0
5.220,454,242,0,1,0
5.330,456,242,0,1,0
5.440,454,242,0,1,0
5.550,453,243,0,1,0
5.670,452,244,0,1,0
5.790,452,243,0,1,0
5.910,450,243,0,1,0
6.020,449,245,0,1,0
6.140,438,248,0,1,0
6.260,432,250,0,1,0
6.370,427,250,0,1,0
6.490,418,251,0,1,0
6.610,415,251,0,1,0
6.730,415,251,0,1,0
6.860,415,250,0,1,0
6.970,415,250,0,1,0
7.090,415,250,0,1,0
7.200,410,249,0,1,0
7.320,398,247,0,1,0
7.430,391,244,0,1,0
7.550,387,243,0,1,0
7.670,383,243,0,1,0
7.780,381,243,0,1,0
7.900,382,243,0,1,0
8.020,382,244,0,1,0
8.130,380,244,0,1,0
8.250,370,244,0,1,0
8.370,363,244,0,1,0
8.490,362,244,0,1,0
8.600,362,244,0,1,0
8.720,362,244,0,1,0
8.830,361,244,0,1,0
8.940,362,244,0,1,0
9.050,362,244,0,1,0
9.160,363,244,0,1,0
9.270,361,245,0,1,0
9.390,359,247,0,1,0
9.510,358,247,0,1,0
9.630,357,247,0,1,0
9.740,356,248,0,1,0
9.860,355,248,0,1,0
9.980,353,249,0,1,0
10.090,353,249,0,1,0
10.200,352,249,0,1,0
10.330,351,249,0,1,0
10.450,352,249,0,1,0
10.570,352,249,0,1,0
10.690,352,249,0,1,0
10.810,352,249,0,1,0
10.930,353,249,0,1,0
11.050,354,248,0,1,0
11.160,354,247,0,1,0
11.280,352,246,0,1,0
11.390,351,246,0,1,0
11.510,352,244,0,1,0
11.620,351,244,0,1,0
11.730,352,244,0,1,0
11.850,353,244,0,1,0
11.970,353,244,0,1,0
12.080,353,244,0,1,0
12.200,353,244,0,1,0
12.310,354,244,0,1,0
12.430,354,244,0,1,0
12.550,353,243,0,1,0
12.670,352,243,0,1,0
12.780,351,242,0,1,0
12.900,350,242,0,1,0
13.020,351,242,0,1,0
13.130,351,242,0,1,0
13.250,351,242,0,1,0
13.370,351,242,0,1,0
13.490,351,242,0,1,0
13.600,351,242,0,1,0
13.720,351,242,0,1,0
13.840,351,241,0,1,0
13.950,351,241,0,1,0
14.060,351,242,0,1,0
14.180,351,242,0,1,0
14.290,352,242,0,1,0
14.410,350,243,0,1,0
14.530,348,244,0,1,0
14.650,343,244,0,0,0
14.770,339,245,0,0,0
14.890,335,245,0,0,0
15.020,327,246,0,0,1
15.140,323,247,0,0,1
15.250,319,248,0,0,0
15.370,310,249,0,1,0
15.490,300,250,0,1,0
15.620,285,251,0,1,0
15.730,276,250,0,1,0
15.850,263,250,0,1,0
15.960,252,249,0,1,0
16.080,246,249,0,1,0
16.190,243,250,0,1,0
16.320,242,250,0,1,0
16.440,243,249,0,1,0
16.550,244,250,0,1,0
16.670,242,250,0,1,0
16.780,238,251,0,1,0
16.920,226,251,0,1,0
17.030,213,251,0,1,0
17.140,207,252,0,1,0
17.260,206,252,0,1,0
17.380,203,252,0,1,0
17.500,201,251,0,1,0
17.620,200,251,0,1,0
17.730,199,251,0,1,0
17.850,199,252,0,1,0
17.960,199,251,0,1,0
18.080,199,251,0,1,0
18.190,199,251,0,1,0
18.310,199,251,0,1,0
18.420,199,252,0,1,0
18.530,199,252,0,1,0
18.650,199,251,0,1,0
18.770,198,252,0,1,0
18.900,199,252,0,1,0
19.020,199,251,0,1,0
19.140,199,252,0,1,0
19.250,199,252,0,1,0
19.360,199,251,0,1,0
19.470,199,252,0,1,0
19.580,199,251,0,1,0
19.700,200,251,0,1,0
19.820,199,251,0,1,0
19.930,200,253,0,1,0
20.050,200,253,0,1,0
20.160,200,252,0,1,0
20.290,198,252,0,1,0
20.400,198,252,0,1,0
20.530,197,252,0,1,0
20.650,199,252,0,1,0
20.770,200,252,0,1,0
20.880,201,253,0,1,0
21.000,201,253,0,1,0
21.120,201,252,0,1,0
21.230,202,252,0,1,0
21.350,201,252,0,1,0
21.470,198,248,0,1,0
21.590,194,247,0,1,0
21.710,194,248,0,1,0
21.820,196,246,0,1,0
21.940,198,245,0,1,0
22.050,199,244,0,1,0
22.170,199,244,0,1,0
22.270,203,244,0,1,0
22.380,204,243,0,1,0
22.500,203,243,0,1,0
22.620,202,244,0,1,0
22.740,201,244,0,1,0
22.860,199,244,0,1,0
22.990,197,243,0,1,0
23.110,197,243,0,1,0
23.230,197,244,0,1,0
23.340,197,244,0,1,0
23.460,198,244,0,1,0
23.570,199,243,0,1,0
23.690,205,242,0,1,0
23.810,219,242,0,1,0
23.930,234,242,0,1,0
24.050,246,243,0,1,0
24.160,256,243,0,1,0
24.280,273,244,0,1,0
24.400,283,244,0,1,0
24.510,292,245,0,1,0
24.630,297,246,0,1,0
24.750,297,246,0,1,0
24.870,296,246,0,1,0
24.990,297,246,0,1,0
25.110,298,247,0,1,0
25.220,302,246,0,1,0
25.330,303,246,0,1,0
