Time,Centre position X,Centre position Y
0.000,,
0.220,305,254
0.330,328,246
0.450,329,245
0.570,330,245
0.680,330,244
0.800,332,244
0.910,333,246
1.050,338,251
1.180,347,251
1.300,364,250
1.420,382,246
1.530,382,246
1.650,401,244
1.770,416,244
1.880,425,245
2.000,429,247
2.110,431,247
2.230,432,247
2.350,432,247
2.460,433,246
2.580,432,246
2.700,432,246
2.810,432,246
2.930,431,247
3.050,429,247
3.160,425,248
3.280,416,249
3.390,405,251
3.510,394,250
3.630,383,250
3.740,371,249
3.850,359,249
3.970,349,250
4.070,349,250
4.190,343,249
4.300,341,249
4.420,337,247
4.540,331,246
4.660,323,244
4.770,320,243
4.890,319,243
5.010,316,243
5.130,316,243
5.270,317,243
5.420,317,243
5.570,316,243
5.710,315,243
5.830,314,243
6.010,310,242
6.120,307,242
6.270,307,242
6.390,307,242
6.530,310,243
6.650,313,243
6.840,305,246
7.050,306,246
7.170,304,247
7.280,301,250
7.390,298,254
7.510,296,258
7.620,295,258
7.740,295,258
7.860,298,255
7.980,302,250
8.090,305,246
8.200,305,246
8.320,306,246
8.440,306,246
8.720,297,260
8.850,297,261
8.960,297,261
9.070,297,260
9.190,299,256
9.300,302,250
9.420,303,246
9.540,305,244
9.660,303,243
9.770,303,242
9.880,303,242
10.000,305,243
10.120,305,243
10.240,307,243
10.360,306,243
10.470,305,242
10.600,304,242
10.710,304,242
10.840,304,242
10.950,304,242
11.070,307,243
11.190,306,244
11.310,302,246
11.420,299,249
11.540,296,251
11.650,296,251
11.760,295,252
11.880,294,252
11.990,297,250
12.110,302,248
12.230,302,248
12.350,301,251
12.460,299,256
12.580,298,260
12.700,297,261
12.810,297,261
12.920,298,259
13.040,299,256
13.150,312,245
13.260,317,243
13.370,318,242
13.490,321,243
13.660,335,247
13.780,346,248
13.890,360,246
14.010,378,244
14.130,395,243
14.240,412,244
14.350,422,244
14.480,426,245
14.600,426,245
14.720,427,244
14.840,428,244
14.940,429,244
15.050,430,244
15.170,430,244
15.290,431,244
15.400,430,244
15.530,427,244
15.640,426,245
15.760,427,246
15.880,427,246
15.990,428,246
16.120,427,248
16.240,426,246
16.360,424,245
16.470,423,245
16.590,420,244
16.690,418,244
16.820,417,244
16.940,416,244
17.060,415,244
17.180,413,244
17.290,413,244
17.410,408,244
17.520,396,244
17.630,383,245
17.750,372,246
17.860,363,247
17.970,354,247
18.080,346,248
18.200,340,248
18.310,340,248
18.430,337,249
18.540,335,248
18.710,302,247
18.820,302,247
18.940,302,247
19.060,302,247
19.180,303,246
19.300,304,245
19.410,304,244
19.520,306,244
19.640,306,243
19.750,305,243
19.870,304,243
19.990,304,243
20.100,304,243
