Time,Centre position X,Centre position Y,In Brazo Abierto,In Brazo Cerrado,In centro+
0.000,,,1,0,0
0.260,287,256,1,0,0
0.380,287,259,1,0,0
0.550,288,267,1,0,0
0.670,286,273,1,0,0
0.790,285,277,1,0,0
0.910,285,278,1,0,0
1.020,284,278,1,0,0
1.130,284,278,1,0,0
1.250,284,276,1,0,0
1.370,284,276,1,0,0
1.480,283,275,1,0,0
1.600,283,274,1,0,0
1.710,283,274,1,0,0
1.830,283,274,1,0,0
1.950,283,273,1,0,0
2.060,283,273,1,0,0
2.190,284,276,1,0,0
2.300,284,282,1,0,0
2.430,284,291,1,0,0
2.540,283,298,1,0,0
2.650,283,303,0,0,0
2.770,283,305,0,0,0
2.890,284,310,0,0,1
3.000,283,313,0,0,1
3.120,284,311,0,0,1
3.240,284,308,0,0,1
3.350,286,310,0,0,1
3.470,287,310,0,0,1
3.580,287,311,0,0,1
3.700,288,312,0,0,1
3.820,288,313,0,0,1
3.940,288,314,0,0,1
4.050,288,315,0,0,1
4.180,287,311,0,0,1
4.290,284,308,0,0,1
4.410,283,307,0,0,1
4.530,282,309,0,0,1
4.650,282,308,0,0,1
4.760,281,306,0,0,1
4.870,278,308,0,0,1
4.980,268,309,0,1,0
5.200,249,309,0,1,0
5.320,235,309,0,1,0
5.440,220,308,0,1,0
5.550,210,308,0,1,0
5.660,200,306,0,1,0
5.770,186,306,0,1,0
5.950,172,305,0,1,0
6.070,167,305,0,1,0
6.180,163,305,0,1,0
6.290,161,305,0,1,0
6.490,161,305,0,1,0
6.610,160,305,0,1,0
6.720,158,305,0,1,0
6.840,157,305,0,1,0
6.950,156,305,0,1,0
7.060,157,305,0,1,0
7.180,157,305,0,1,0
7.290,158,304,0,1,0
7.410,163,304,0,1,0
7.530,160,304,0,1,0
7.840,203,326,0,1,0
7.960,206,326,0,1,0
8.080,204,326,0,1,0
8.200,201,325,0,1,0
8.350,200,325,0,1,0
8.460,203,325,0,1,0
8.580,208,326,0,1,0
8.690,209,326,0,1,0
8.810,208,326,0,1,0
8.930,212,326,0,1,0
9.050,216,325,0,1,0
9.250,213,326,0,1,0
9.370,211,326,0,1,0
9.480,264,310,0,1,0
9.590,265,310,0,1,0
9.700,267,310,0,1,0
9.810,270,309,0,0,0
9.930,276,308,0,0,0
10.050,274,307,0,0,0
10.160,274,307,0,0,0
10.280,273,307,0,0,0
10.400,273,308,0,0,0
10.520,273,307,0,0,0
10.630,274,306,0,0,0
10.750,275,304,0,0,0
10.860,275,304,0,0,0
10.980,275,303,0,0,0
11.090,275,304,0,0,0
11.210,276,303,0,0,0
11.320,278,299,0,0,0
11.440,277,300,0,0,0
11.550,278,300,0,0,0
11.660,279,299,0,0,0
11.780,281,299,0,0,0
11.910,281,299,0,0,0
12.010,280,300,0,0,0
12.130,279,304,0,0,0
12.250,284,305,0,0,0
12.370,288,306,0,0,0
12.490,293,306,0,0,0
12.600,299,308,0,0,0
12.710,307,309,0,1,0
12.830,313,309,0,1,0
12.940,320,309,0,1,0
13.070,325,309,0,1,0
13.180,338,312,0,1,0
13.290,349,313,0,1,0
13.400,360,313,0,1,0
13.520,373,313,0,1,0
13.640,379,313,0,1,0
13.750,386,314,0,1,0
13.870,397,314,0,1,0
13.990,409,315,0,1,0
14.100,417,315,0,1,0
14.220,419,316,0,1,0
14.330,420,317,0,1,0
14.450,421,319,0,1,0
14.560,422,320,0,1,0
14.680,422,319,0,1,0
14.790,425,319,0,1,0
14.910,427,317,0,1,0
15.020,428,317,0,1,0
15.130,426,317,0,1,0
15.240,422,317,0,1,0
15.360,422,316,0,1,0
15.470,424,315,0,1,0
15.590,424,314,0,1,0
15.700,425,315,0,1,0
15.830,425,316,0,1,0
15.950,423,316,0,1,0
16.060,423,315,0,1,0
16.180,423,314,0,1,0
16.290,424,314,0,1,0
16.410,423,315,0,1,0
16.530,419,313,0,1,0
16.650,407,310,0,1,0
16.760,394,310,0,1,0
16.890,377,310,0,1,0
17.000,360,310,0,1,0
17.120,339,310,0,1,0
17.240,325,309,0,1,0
17.350,315,309,0,1,0
17.460,311,309,0,1,0
17.590,309,309,0,1,0
17.710,308,309,0,1,0
17.820,309,308,0,1,0
17.940,309,308,0,1,0
18.050,309,309,0,1,0
18.170,309,309,0,1,0
18.290,307,308,0,1,0
18.400,302,307,0,1,0
18.510,295,305,0,0,0
18.630,293,305,0,0,0
18.750,291,306,0,0,1
18.860,287,308,0,0,1
18.980,283,309,0,0,1
19.090,283,309,0,0,1
19.220,279,310,0,0,1
19.330,269,310,0,0,0
19.450,252,310,0,1,0
19.560,238,309,0,1,0
19.680,223,308,0,1,0
19.790,206,307,0,1,0
19.900,190,306,0,1,0
20.020,182,307,0,1,0
20.130,178,307,0,1,0
20.230,173,307,0,1,0
20.350,167,308,0,1,0
20.470,164,309,0,1,0
20.590,165,309,0,1,0
20.710,166,308,0,1,0
20.830,165,306,0,1,0
20.940,164,306,0,1,0
21.060,165,305,0,1,0
21.180,165,305,0,1,0
21.280,164,306,0,1,0
21.400,164,305,0,1,0
