Time,Centre position X,Centre position Y,In Brazo abierto,In brazo cerrado,In centro+
0.000,,,0,0,0
0.200,329,135,0,0,0
0.320,329,140,0,0,0
0.440,329,151,0,0,0
0.560,328,155,0,0,0
0.680,329,161,0,0,0
0.790,330,169,0,0,0
0.910,329,178,0,0,0
1.030,328,184,0,0,0
1.150,328,189,0,0,0
1.270,328,192,0,0,0
1.390,327,192,0,0,0
1.500,327,192,0,0,0
1.620,329,192,0,0,0
1.740,330,196,0,0,0
1.850,331,202,0,0,0
1.970,331,212,0,0,0
2.080,330,217,0,0,0
2.200,330,218,0,0,0
2.320,330,220,0,0,0
2.430,330,222,0,0,0
2.560,330,225,0,0,0
2.660,331,226,0,0,0
2.770,331,225,0,0,0
2.890,332,226,0,0,0
3.000,333,226,0,0,0
3.110,333,227,0,0,0
3.230,333,226,0,0,0
3.340,332,225,0,0,0
3.450,332,225,0,0,0
3.560,332,224,0,0,0
3.680,332,225,0,0,0
3.790,332,225,0,0,0
3.910,332,228,0,0,0
4.020,331,229,0,0,0
4.130,330,229,0,0,0
4.240,329,231,0,0,0
4.360,327,232,0,0,0
4.480,323,236,0,0,0
4.600,320,241,0,0,0
4.720,318,242,0,0,0
4.830,313,242,0,0,0
4.950,305,244,0,1,0
5.070,293,246,0,1,0
5.190,285,247,0,1,0
5.310,274,248,0,1,0
5.420,266,249,0,1,0
5.540,254,250,0,1,0
5.660,247,250,0,1,0
5.770,234,251,0,1,0
5.890,222,251,0,1,0
6.010,211,252,0,1,0
6.130,205,251,0,1,0
6.250,202,252,0,1,0
6.360,202,252,0,1,0
6.480,202,252,0,1,0
6.590,202,250,0,1,0
6.710,201,249,0,1,0
6.820,200,248,0,1,0
6.930,199,247,0,1,0
7.040,199,247,0,1,0
7.160,197,247,0,1,0
7.270,197,247,0,1,0
7.390,197,247,0,1,0
7.500,197,247,0,1,0
7.620,196,246,0,1,0
7.750,196,247,0,1,0
7.860,195,247,0,1,0
7.980,194,247,0,1,0
8.100,194,248,0,1,0
8.210,194,247,0,1,0
8.320,194,248,0,1,0
8.420,194,248,0,1,0
8.540,194,248,0,1,0
8.640,196,248,0,1,0
8.750,198,248,0,1,0
8.860,199,248,0,1,0
8.990,200,248,0,1,0
9.120,199,249,0,1,0
9.230,198,249,0,1,0
9.350,198,249,0,1,0
9.460,197,247,0,1,0
9.580,198,249,0,1,0
9.700,201,249,0,1,0
9.810,202,249,0,1,0
9.930,202,249,0,1,0
10.050,203,249,0,1,0
10.160,202,247,0,1,0
10.280,198,245,0,1,0
10.390,197,245,0,1,0
10.500,198,246,0,1,0
10.610,199,246,0,1,0
10.740,199,245,0,1,0
10.850,199,244,0,1,0
10.970,201,245,0,1,0
11.080,202,246,0,1,0
11.200,200,246,0,1,0
11.320,200,246,0,1,0
11.430,200,246,0,1,0
11.560,201,246,0,1,0
11.680,202,246,0,1,0
11.790,201,245,0,1,0
11.900,201,245,0,1,0
12.010,201,245,0,1,0
12.130,201,245,0,1,0
12.250,203,245,0,1,0
12.370,204,245,0,1,0
12.490,204,246,0,1,0
12.610,206,245,0,1,0
12.730,208,245,0,1,0
12.840,209,246,0,1,0
12.970,208,247,0,1,0
13.090,208,247,0,1,0
13.200,208,248,0,1,0
13.320,211,249,0,1,0
13.440,213,250,0,1,0
13.550,215,249,0,1,0
13.670,217,250,0,1,0
13.790,217,251,0,1,0
13.910,218,251,0,1,0
14.020,216,250,0,1,0
14.130,215,249,0,1,0
14.250,216,249,0,1,0
14.360,216,249,0,1,0
14.470,216,249,0,1,0
14.590,216,248,0,1,0
14.700,219,246,0,1,0
14.810,225,247,0,1,0
14.930,231,246,0,1,0
15.030,233,246,0,1,0
15.150,237,247,0,1,0
15.270,237,247,0,1,0
15.370,237,247,0,1,0
15.490,238,248,0,1,0
15.620,242,249,0,1,0
15.730,246,250,0,1,0
15.850,248,250,0,1,0
15.960,248,249,0,1,0
16.080,251,249,0,1,0
16.190,255,249,0,1,0
16.300,259,248,0,1,0
16.420,264,250,0,1,0
16.530,265,250,0,1,0
16.650,267,250,0,1,0
16.770,269,250,0,1,0
16.890,270,249,0,1,0
17.020,266,249,0,1,0
17.130,265,248,0,1,0
17.260,266,248,0,1,0
17.380,268,247,0,1,0
17.500,271,246,0,1,0
17.620,272,246,0,1,0
17.730,272,246,0,1,0
17.850,272,246,0,1,0
17.960,272,246,0,1,0
18.070,269,247,0,1,0
18.190,267,248,0,1,0
18.320,263,249,0,1,0
18.430,260,248,0,1,0
18.550,256,246,0,1,0
18.660,253,247,0,1,0
18.770,244,247,0,1,0
18.880,233,248,0,1,0
19.000,224,248,0,1,0
19.120,210,249,0,1,0
19.230,203,249,0,1,0
19.340,201,249,0,1,0
19.450,200,247,0,1,0
19.570,199,246,0,1,0
19.680,198,246,0,1,0
19.800,198,246,0,1,0
19.910,198,246,0,1,0
20.030,198,246,0,1,0
20.150,200,246,0,1,0
20.270,201,247,0,1,0
20.380,200,248,0,1,0
20.490,199,248,0,1,0
20.610,198,249,0,1,0
20.730,197,247,0,1,0
20.850,194,248,0,1,0
20.970,193,249,0,1,0
21.080,192,248,0,1,0
21.200,193,247,0,1,0
21.310,196,248,0,1,0
21.430,197,249,0,1,0
21.540,198,249,0,1,0
21.670,198,250,0,1,0
21.790,199,251,0,1,0
21.900,200,251,0,1,0
22.020,199,250,0,1,0
22.140,199,250,0,1,0
22.260,199,251,0,1,0
22.370,199,251,0,1,0
22.490,199,251,0,1,0
22.600,199,251,0,1,0
22.720,199,251,0,1,0
22.840,199,251,0,1,0
22.960,198,251,0,1,0
23.080,198,252,0,1,0
23.200,199,252,0,1,0
23.300,198,252,0,1,0
23.420,198,251,0,1,0
23.530,198,251,0,1,0
23.640,199,250,0,1,0
23.760,199,250,0,1,0
23.880,198,248,0,1,0
24.010,199,248,0,1,0
24.120,198,248,0,1,0
24.230,197,248,0,1,0
24.350,198,247,0,1,0
24.450,198,247,0,1,0
24.570,198,247,0,1,0
24.680,197,248,0,1,0
24.800,197,248,0,1,0
24.920,197,249,0,1,0
25.040,195,250,0,1,0
25.160,194,250,0,1,0
25.270,194,250,0,1,0
25.390,194,250,0,1,0
25.510,194,250,0,1,0
25.620,194,250,0,1,0
25.740,195,250,0,1,0
25.850,195,250,0,1,0
25.960,195,250,0,1,0
26.080,195,250,0,1,0
26.190,194,250,0,1,0
26.310,195,250,0,1,0
26.420,194,250,0,1,0
26.540,193,250,0,1,0
26.660,193,250,0,1,0
26.770,193,250,0,1,0
26.890,194,250,0,1,0
27.000,195,249,0,1,0
