Time,Centre position X,Centre position Y,In Brazo abierto,In brazo cerrado,In centro+
0.000,,,0,0,0
0.190,333,175,0,0,0
0.310,334,185,0,0,0
0.430,335,193,0,0,0
0.550,334,205,0,0,0
0.670,334,216,0,0,0
0.780,334,223,0,0,0
0.900,332,231,0,0,0
1.010,331,239,0,0,0
1.130,330,242,0,0,0
1.250,329,243,0,0,0
1.360,327,244,0,0,0
1.490,325,246,0,0,0
1.610,320,250,0,0,0
1.730,311,251,0,1,0
1.840,299,253,0,1,0
1.970,286,252,0,1,0
2.080,276,252,0,1,0
2.200,265,251,0,1,0
2.310,257,250,0,1,0
2.430,249,250,0,1,0
2.540,239,250,0,1,0
2.670,229,250,0,1,0
2.780,222,250,0,1,0
2.890,216,249,0,1,0
3.000,212,249,0,1,0
3.120,212,250,0,1,0
3.240,212,249,0,1,0
3.350,210,248,0,1,0
3.460,205,248,0,1,0
3.580,204,248,0,1,0
3.700,204,247,0,1,0
3.810,202,248,0,1,0
3.920,202,249,0,1,0
4.040,203,249,0,1,0
4.150,203,249,0,1,0
4.260,203,249,0,1,0
4.370,203,249,0,1,0
4.480,209,249,0,1,0
4.600,215,250,0,1,0
4.710,224,251,0,1,0
4.830,238,252,0,1,0
4.940,253,252,0,1,0
5.060,264,251,0,1,0
5.180,276,251,0,1,0
5.300,285,250,0,1,0
5.420,295,249,0,1,0
5.530,297,250,0,1,0
5.640,297,250,0,1,0
5.760,300,250,0,1,0
5.880,306,249,0,1,0
6.000,309,250,0,1,0
6.110,310,250,0,1,0
6.220,308,250,0,1,0
6.330,307,250,0,1,0
6.450,308,250,0,1,0
6.560,308,251,0,1,0
6.670,308,251,0,1,0
6.770,308,250,0,1,0
6.870,308,250,0,1,0
6.990,307,250,0,1,0
7.110,310,248,0,1,0
7.220,312,248,0,1,0
7.330,313,247,0,1,0
7.450,319,244,0,0,0
7.560,323,243,0,0,0
7.680,324,242,0,0,0
7.790,324,242,0,0,0
7.910,322,243,0,0,0
8.020,323,241,0,0,0
8.150,324,239,0,0,0
8.270,324,238,0,0,0
8.380,322,240,0,0,0
8.510,319,243,0,0,0
8.630,320,244,0,0,0
8.750,326,244,0,0,1
8.860,332,244,0,0,1
8.980,341,245,0,0,0
9.100,352,245,0,1,0
9.210,354,245,0,1,0
9.330,358,245,0,1,0
9.450,368,245,0,1,0
9.570,382,246,0,1,0
9.690,393,245,0,1,0
9.800,405,245,0,1,0
9.920,410,244,0,1,0
10.030,421,244,0,1,0
10.150,430,245,0,1,0
10.270,444,247,0,1,0
10.380,452,247,0,1,0
10.500,452,246,0,1,0
10.630,450,246,0,1,0
10.740,452,246,0,1,0
10.870,455,247,0,1,0
10.970,460,247,0,1,0
11.090,462,247,0,1,0
11.200,462,248,0,1,0
11.310,463,248,0,1,0
11.420,464,248,0,1,0
11.540,465,248,0,1,0
11.650,465,249,0,1,0
11.770,465,248,0,1,0
11.880,466,249,0,1,0
12.000,466,248,0,1,0
12.110,466,248,0,1,0
12.240,466,248,0,1,0
12.350,466,248,0,1,0
12.470,467,247,0,1,0
12.580,468,248,0,1,0
12.700,468,249,0,1,0
12.810,470,248,0,1,0
12.940,470,248,0,1,0
13.050,468,248,0,1,0
13.170,465,247,0,1,0
13.290,461,247,0,1,0
13.400,454,244,0,1,0
13.520,440,243,0,1,0
13.640,424,243,0,1,0
13.760,410,244,0,1,0
13.870,393,247,0,1,0
13.980,382,247,0,1,0
14.090,370,249,0,1,0
14.200,362,250,0,1,0
14.310,360,251,0,1,0
14.430,360,251,0,1,0
14.540,359,251,0,1,0
14.660,359,251,0,1,0
14.780,359,251,0,1,0
14.890,358,250,0,1,0
15.000,353,249,0,1,0
15.110,349,247,0,1,0
15.230,344,246,0,0,0
15.350,342,246,0,0,0
