Time,Centre position X,Centre position Y
0.000,,
0.210,330,127
0.330,330,130
0.440,331,133
0.550,332,135
0.670,332,138
0.790,332,140
0.900,332,142
1.020,332,146
1.130,332,151
1.240,332,152
1.360,332,154
1.480,332,158
1.590,332,160
1.710,332,160
1.820,332,161
1.930,332,161
2.050,332,161
2.160,332,161
2.270,331,162
2.380,330,163
2.490,330,162
2.610,329,161
2.730,328,160
2.830,328,160
2.950,329,159
3.070,330,157
3.190,330,155
3.290,330,155
3.400,331,154
3.520,331,154
3.630,331,154
3.750,331,154
3.870,331,154
4.000,329,153
4.120,329,151
4.230,328,150
4.350,327,148
4.470,327,148
4.590,328,147
4.710,328,148
4.820,328,148
4.940,328,149
5.050,328,150
5.160,328,152
5.290,328,153
5.410,328,154
5.530,328,154
5.650,328,154
5.760,329,154
5.870,329,155
5.990,329,156
6.100,329,156
6.220,329,158
6.340,329,161
6.450,330,164
6.570,330,169
6.690,329,176
6.800,327,185
6.910,328,191
7.020,328,199
7.140,327,209
7.250,328,217
7.370,327,219
7.480,327,223
7.590,329,231
7.700,330,236
7.820,330,240
7.930,330,245
8.050,330,251
8.170,331,254
8.290,332,254
8.410,332,255
8.520,333,255
8.630,333,255
8.760,333,255
8.870,333,254
8.990,332,254
9.100,331,252
9.220,332,250
9.330,332,249
9.460,334,248
9.580,337,246
9.700,340,247
9.810,342,246
9.920,343,245
10.030,340,245
10.140,336,245
10.260,334,245
10.380,335,245
10.490,334,245
10.600,334,244
10.720,334,245
10.830,333,246
10.950,331,246
11.070,330,247
11.180,329,248
11.290,329,249
11.410,328,249
11.520,328,249
11.630,328,251
11.740,328,253
11.850,327,254
11.960,327,254
12.090,328,253
12.210,328,250
12.330,329,246
12.450,330,244
12.560,332,245
12.670,338,246
12.790,344,246
12.910,349,247
13.020,354,245
13.140,361,245
13.260,368,246
13.370,374,244
13.490,379,244
13.600,379,244
13.720,374,245
13.830,373,245
13.940,372,245
14.050,371,246
14.160,370,246
14.270,370,247
14.390,370,248
14.500,370,247
14.620,369,246
14.740,370,246
14.860,377,246
14.980,383,247
15.090,391,247
15.210,397,248
15.320,405,248
15.430,408,248
15.540,407,248
15.660,406,247
15.790,404,247
15.900,403,246
16.020,402,246
16.140,402,247
16.260,402,247
16.370,403,247
16.490,402,246
16.610,401,245
16.720,404,245
16.840,412,244
16.950,420,243
17.070,428,242
17.190,435,242
17.300,446,243
17.420,451,243
17.530,452,244
17.640,452,245
17.760,451,245
17.880,452,245
18.000,455,245
18.120,460,245
18.240,462,247
18.350,464,247
18.470,464,246
18.580,466,246
18.690,468,247
18.810,469,247
18.920,466,246
19.040,461,245
19.150,458,246
19.270,457,244
19.380,458,245
19.490,460,247
19.610,458,245
19.730,450,243
19.850,446,243
19.970,439,245
20.080,432,245
20.200,420,246
20.320,411,246
20.440,400,246
20.560,392,246
20.680,386,246
20.800,386,247
20.910,385,248
21.020,384,248
21.150,386,247
21.270,387,246
21.380,389,245
21.490,385,245
21.610,378,245
21.720,366,244
21.840,359,244
21.950,352,244
22.070,348,245
22.190,346,245
22.310,348,244
22.430,349,244
22.540,347,243
22.660,345,242
22.770,343,241
22.890,341,240
23.010,340,240
23.130,339,239
23.240,338,239
23.350,337,239
23.470,337,239
23.590,340,240
23.700,343,242
23.820,343,243
23.930,340,246
24.040,338,249
24.160,336,253
24.280,335,256
24.390,334,257
24.510,332,260
24.620,331,262
24.740,330,264
24.850,329,265
24.970,329,265
25.090,329,265
25.200,329,265
25.320,329,264
25.430,329,264
25.540,329,264
25.660,330,264
25.790,332,262
25.900,333,264
26.020,335,268
26.140,334,269
26.270,335,268
26.380,335,267
26.500,335,267
26.620,334,266
26.730,334,266
26.850,334,266
26.960,333,263
27.080,332,262
27.200,329,262
27.300,329,261
27.410,332,258
27.530,336,254
27.650,338,252
27.770,340,250
27.880,339,249
28.000,337,247
28.110,337,245
28.230,337,243
28.350,336,244
28.470,337,246
28.590,336,246
28.700,337,246
28.820,336,246
28.940,336,244
29.050,336,243
29.170,335,240
29.280,335,239
29.400,335,240
29.510,335,244
29.630,336,246
29.740,335,245
29.850,334,244
29.950,334,242
30.070,334,242
30.190,334,241
30.310,334,240
30.430,334,240
30.550,334,243
30.670,334,245
30.800,334,245
30.910,334,245
31.030,334,246
31.150,334,248
31.260,334,250
31.380,335,251
31.490,339,251
31.610,346,250
31.730,356,250
31.850,371,248
31.960,378,246
32.070,385,245
32.190,393,243
32.310,399,243
32.420,408,243
32.540,415,244
32.660,426,244
32.790,433,244
32.900,441,245
33.020,444,245
33.130,443,245
33.250,446,245
33.360,444,244
33.480,445,244
33.600,444,245
33.720,443,245
33.830,443,247
33.950,444,247
34.060,444,247
34.190,443,247
34.300,443,246
34.410,442,246
34.520,441,245
34.640,446,246
34.760,447,246
34.870,446,245
34.990,442,243
35.110,439,242
35.220,432,243
35.340,426,243
35.460,420,245
35.570,419,245
35.690,420,245
35.820,414,246
35.920,406,247
36.040,398,248
36.150,388,248
36.270,385,249
36.390,380,249
36.500,375,249
36.610,371,250
36.730,369,249
36.850,368,249
36.970,365,248
37.080,359,246
37.190,355,246
