Time,Centre position X,Centre position Y
0.000,,
0.210,151,249
0.330,153,248
0.450,151,248
0.560,151,248
0.690,150,248
0.800,150,248
0.910,149,248
1.020,149,248
1.150,149,248
1.260,149,248
1.380,149,248
1.510,151,249
1.630,154,249
1.760,156,249
1.880,158,250
1.990,159,251
2.100,160,252
2.210,160,252
2.320,158,251
2.440,155,250
2.550,154,251
2.660,153,250
2.770,154,249
2.890,156,250
3.000,160,249
3.120,165,248
3.230,165,248
3.350,174,247
3.460,184,246
3.580,194,246
3.700,204,245
3.800,204,246
3.920,207,246
4.030,217,246
4.150,217,246
4.270,230,245
4.380,241,245
4.510,252,245
4.620,260,245
4.740,264,245
4.850,265,246
4.970,266,246
5.080,267,246
5.200,269,247
5.310,269,248
5.440,269,248
5.560,269,248
5.670,269,248
5.780,269,248
5.900,269,248
6.010,269,247
6.130,271,249
6.420,298,257
6.530,300,255
6.660,301,255
6.780,301,255
6.890,301,254
7.010,302,254
7.120,302,254
7.240,302,254
7.340,302,254
7.470,302,254
7.580,302,254
7.690,301,255
7.820,300,256
7.930,298,258
8.050,297,260
8.170,296,260
8.280,296,260
8.400,297,258
8.510,298,254
8.630,298,254
8.740,302,250
8.870,304,248
8.980,308,248
9.100,312,248
9.210,318,247
9.330,327,249
9.440,335,248
9.560,343,248
9.680,351,247
9.790,361,247
9.910,361,247
10.020,371,247
10.130,382,246
10.250,386,247
10.370,390,247
10.490,400,247
10.600,411,248
10.720,418,248
10.830,420,248
10.940,419,248
11.050,419,248
11.160,420,250
11.280,423,250
11.390,422,250
11.490,420,249
11.610,416,247
11.730,419,246
11.840,419,246
11.960,419,246
12.070,419,246
12.190,419,247
12.300,414,247
12.420,410,248
12.540,409,249
12.650,404,250
12.770,398,250
12.890,388,252
13.000,378,252
13.120,367,253
13.230,367,253
13.340,355,254
13.460,341,253
13.570,328,252
13.690,317,251
13.810,311,251
13.920,308,250
14.040,307,250
14.160,308,250
14.270,307,252
14.390,307,252
14.500,305,254
14.620,304,255
14.730,305,255
14.850,306,255
14.970,306,255
15.090,305,257
15.200,305,257
15.320,305,257
15.440,305,257
15.560,306,255
15.680,304,253
15.800,299,253
15.920,299,253
16.030,296,251
16.150,293,250
16.270,291,248
16.390,290,247
16.510,291,245
16.630,291,243
16.740,290,241
16.860,291,240
16.980,291,242
17.090,291,242
17.200,292,243
17.310,293,242
17.430,293,242
17.550,295,243
17.670,295,242
17.780,295,243
17.890,295,243
18.010,294,243
18.130,293,243
18.240,293,243
18.360,292,240
18.470,290,236
18.590,289,236
18.710,288,236
18.810,287,236
18.920,287,237
19.040,287,237
19.160,287,236
19.270,287,236
19.390,288,237
19.500,288,236
19.610,287,233
19.730,287,231
19.850,287,230
19.970,289,233
20.070,291,239
20.190,291,241
20.300,291,243
20.420,291,243
20.540,290,244
20.660,285,245
20.780,284,246
20.890,284,247
21.010,285,248
21.120,288,250
21.240,288,251
21.350,288,251
21.470,288,250
21.580,286,247
21.700,286,247
21.810,283,247
21.920,275,248
22.040,261,249
22.160,245,250
22.270,231,249
22.390,217,249
22.510,208,247
22.620,199,245
22.740,189,245
22.850,189,245
22.960,179,245
23.070,170,245
23.180,167,245
23.300,164,246
23.410,165,246
23.520,164,246
23.640,162,245
23.750,162,245
23.870,160,246
23.980,161,247
24.100,161,248
24.220,161,248
24.340,160,248
24.460,159,248
24.570,157,247
24.690,158,247
24.800,157,246
24.920,158,245
25.030,160,246
25.150,160,246
25.270,161,246
25.390,163,246
25.510,165,246
25.620,166,246
25.740,164,246
25.850,164,247
25.970,163,247
26.090,162,246
26.200,163,247
26.310,163,247
26.430,164,247
26.540,164,247
26.660,166,246
26.770,171,246
26.890,180,246
27.000,192,247
27.120,206,248
27.230,221,248
27.340,233,249
27.450,233,249
27.570,247,249
27.690,258,248
27.800,267,248
27.910,272,247
28.020,275,246
28.150,278,246
28.260,277,245
28.380,277,245
28.500,277,245
28.620,278,244
28.730,278,244
28.840,280,242
28.960,280,242
29.080,280,242
29.200,279,243
29.320,279,245
29.440,280,245
29.570,284,246
29.690,289,248
29.810,292,249
29.930,293,251
30.040,293,251
30.160,294,252
30.270,293,252
30.380,293,252
30.500,293,252
30.620,294,251
30.740,295,250
30.850,295,249
30.970,295,249
31.090,296,249
31.200,300,250
31.310,300,250
31.430,309,250
31.540,321,251
31.660,335,250
31.780,344,249
31.890,348,248
32.010,352,249
32.120,356,250
32.230,353,250
32.360,350,250
32.470,350,250
32.590,350,250
32.710,352,248
32.830,360,248
32.940,374,249
33.050,383,251
33.170,389,252
33.290,389,252
33.410,386,251
33.520,392,249
33.640,403,247
33.750,403,247
33.860,413,246
33.980,424,247
34.090,427,248
34.210,427,247
34.340,427,247
34.460,430,247
34.580,429,246
34.690,429,245
34.830,427,247
34.950,427,247
35.070,427,246
35.190,427,246
35.310,426,246
35.420,427,246
35.540,431,245
35.650,430,246
35.760,431,246
35.880,429,246
36.020,429,248
36.140,426,250
36.260,425,250
36.370,422,249
36.480,422,248
36.600,422,247
36.720,422,249
36.850,422,249
36.960,422,249
37.120,421,252
37.240,416,251
37.350,407,250
37.470,396,251
37.580,396,251
37.700,386,250
37.810,374,250
37.930,361,249
38.040,351,249
38.150,342,250
38.280,329,250
38.410,321,250
38.520,314,249
38.640,309,248
38.760,305,246
38.870,303,245
38.980,303,245
39.100,302,244
39.210,301,244
39.330,301,244
39.450,301,244
39.570,301,244
39.680,301,244
39.790,301,244
39.900,301,244
40.010,301,244
40.130,301,244
40.250,302,244
40.370,298,245
40.480,294,244
